conceptType,conceptUri,skillType,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f13aa1f8-64c7-4ab4-b3a9-f911146e9342,knowledge,types of showers,"typology of showers
kinds of shower
shower types
characteristics of showers
range of showers
sorts of shower
types of shower","Different types of showers, their aesthetic and functional aspects, their specific installation and maintenance needs, and price points."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f143bbc9-cc9d-4629-87d5-4d747838ddb3,knowledge,strategies for handling cases of sexual assault,"strategies for dealing with sexual assault
strategies for handling cases of forcible intercourse
strategies for handling cases of rape
strategies for handling cases of sexual molestation
strategies for handling cases of sexual violation","The range of strategies and approaches utilised in the identification, termination, and prevention of instances of sexual assault. This incudes understanding of the methods and procedures used to recognise instances of sexual assault, the legal implications, and possible intervention and rehabilitation activities. Sexual assault includes all kinds of practice of forcing a person into sexual acts against their will or without their consent, as well as cases when children and minors are involved in sexual activities."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f150e743-1313-48e5-9948-4179a3c7ad95,knowledge,movement techniques,"movement practices
movement methods
styles of movement
ways of movement
movement technique
movement practice","The various types of movement and physical postures undertaken for relaxation, body-mind integration, stress reduction, flexibility, core support and rehabilitation purposes, and that are required for or underpin occupational performance."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f167af5e-096a-4ffd-8340-8306399823a3,knowledge,train routes,"train network
train lines
rail lines
rail grid
rail roads
rail network
rail routes",Know principal train routes and quickly search for relevant information to respond to customer questions. Provide advice on potential shortcuts and itinerary options.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1862304-f1e7-444c-be2b-08e1fc9a988a,knowledge,leather products maintenance,"leather merchandise maintenance
leather commodities maintenance
leather brands maintenance
leather goods maintenance
maintaining leather products
leather product maintenance
leather products maintaining","The way to maintain the quality of leather products, the product types and their effects."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f18822b9-bc6b-4343-aa5a-f756cd4bf9dc,knowledge,paediatric psychology,"personality study of infants, children and adolescents
psychological treatment of infants, children and adolescents
paediatric mental treatment
mental care of infants, children and adolescents
infants, children and adolescents psychology","Study of how psychological aspects can influence and impact illnesses and injuries in infants, children and adolescents."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f18b3dc3-fc4f-438c-9279-ebcaf2908b20,knowledge,alkylation,"process of alkylation
isobutane alkylation
premium blending agent production
production of premium blending agents
producing premium blending agents
alkylation process
produce premium blending agents
alkylate isobutanes, alkylation of isobutanes","Understand the process of moving an alkyl group from one molecule to another. This process is used in oil refining to alkylate isobutanes, producing premium blending agents for fuel."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f190355a-cea5-4cd0-b6cd-a5c3d9a14985,knowledge,dietetics,"dietary modifications for improved healthcare
role of nutrition for health
human nutrition",The human nutrition and dietary modification for optimising health in clinical or other environments. The role of nutrition in promoting health and preventing illness across the life spectrum.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,knowledge,Albanian,"competent in Albanian
ability to comprehend spoken and written Albanian and to speak and write in Albanian",The Albanian language.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1a56786-e6d7-4b2e-a39c-23e09024d473,knowledge,concepts of telecommunications,telecommunication,"The telecommunication principles, theories, models, equipment and processes such as transfer rate, bandwidth, signal-to-noise ratio, bit error ratio and C/N ratio, as well as the effect of the qualities of the transmission path on the operation and quality of telecommunications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1ac5772-5f0b-4a8d-9a78-b623c3cbc0a2,knowledge,torah,"jewish beliefs
torah teaching and interpretation
jewish faith
jewish religion","The study of the teachings and interpretations of the foundational narrative of the Jewish people, as well as the encompassing Jewish traditions and culture."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1bc8d78-3310-4a91-aec7-a20df9146dd2,knowledge,disorders affecting self-awareness,"diseases affecting self-perception
anosognosia
disorders of self-awareness",The consciousness process related to various medical disorders and illnesses and its manifestation and treatment options.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1d84ceb-f9bc-4b69-866d-426ee337f9af,knowledge,animal transportation vehicles,"animal transportation vehicle
selection and use of animal transportation vehicles
types of vehicles for animal transportation","The types of vehicles for the transportation of animals and their features, the selection of appropriate vehicles and their safe use, according to national and international regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1e33e6b-890d-4a4d-96bc-590540e7f5dd,knowledge,fish varieties,"fish types
varieties of fish
fish variations
fish categories
fish species
fish variety",The different types and varieties of fish on the market.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1e6a941-ea9b-45d8-8393-47b9e445e897,knowledge,plankton production,"techniques of plankton production
practices in microalgae production
methods of microalgae production
methods of plankton production
practices in plankton production
techniques of microalgae production","The methods, characteristics and equipment used to cultivate phytoplankton, microalgae and live prey such as rotifers or Artemia with advanced techniques."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f2518761-c2d0-44f7-a1ec-a3693e54d779,knowledge,risks of elevated advertising structures,"hazards of elevated advertising structures
elevated advertising structures risks
dangers of elevated advertising structures
risks of elevated advertising structure
risk of elevated advertising structures","The hazards and risks to which the advertising installer is exposed to in the process of installing and removing posters such as falling from heights, having platforms with no guardrail or accidents from manual handling of materials and tools."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f266380e-9830-44db-8f93-60a6e8b9a1b6,knowledge,manufacturing of tools,"building of mechanical appliances, apparatus and specialised tools
building of tools
assembly of tools
assembly of mechanical appliances, apparatus and specialised tools
production of tools
construction of tools
production of mechanical appliances, apparatus and specialised tools
construction of mechanical appliances, apparatus and specialised tools","The manufacture of knives and cutting blades for machines or for mechanical appliances, hand tools such as pliers, screwdrivers etc. The manufacture of non-power-driven agricultural hand tools, saws and saw blades, including circular saw blades and chainsaw blades. The manufacture of interchangeable tools for hand tools, whether or not power-operated, or for machine tools: drills, punches, milling cutters etc. The manufacture of press tools, moulding boxes and moulds (except ingot moulds), vices and clamps, and blacksmiths’ tools: forges, anvils etc."
